kode_bps,nama_bps,kode_dagri,nama_dagri
3209,CIREBON,32.09,KAB. CIREBON
3210,MAJALENGKA,32.1,KAB. MAJALENGKA
3211,SUMEDANG,32.11,KAB. SUMEDANG
3212,INDRAMAYU,32.12,KAB. INDRAMAYU
3213,SUBANG,32.13,KAB. SUBANG
3214,PURWAKARTA,32.14,KAB. PURWAKARTA
3215,KARAWANG,32.15,KAB. KARAWANG
3216,BEKASI,32.16,KAB. BEKASI
3217,BANDUNG BARAT,32.17,KAB. BANDUNG BARAT
3218,PANGANDARAN,32.18,KAB. PANGANDARAN
3271,BOGOR,32.71,KOTA BOGOR
3272,SUKABUMI,32.72,KOTA SUKABUMI
3273,BANDUNG,32.73,KOTA BANDUNG
3274,CIREBON,32.74,KOTA CIREBON
3275,BEKASI,32.75,KOTA BEKASI
3276,DEPOK,32.76,KOTA DEPOK
3277,CIMAHI,32.77,KOTA CIMAHI
3278,TASIKMALAYA,32.78,KOTA TASIKMALAYA
3279,BANJAR,32.79,KOTA BANJAR
3301,CILACAP,33.01,KAB. CILACAP
3302,BANYUMAS,33.02,KAB. BANYUMAS
3303,PURBALINGGA,33.03,KAB. PURBALINGGA
3304,BANJARNEGARA,33.04,KAB. BANJARNEGARA
3305,KEBUMEN,33.05,KAB. KEBUMEN
3306,PURWOREJO,33.06,KAB. PURWOREJO
3307,WONOSOBO,33.07,KAB. WONOSOBO
3308,MAGELANG,33.08,KAB. MAGELANG
3309,BOYOLALI,33.09,KAB. BOYOLALI
3310,KLATEN,33.1,KAB. KLATEN
3311,SUKOHARJO,33.11,KAB. SUKOHARJO
3312,WONOGIRI,33.12,KAB. WONOGIRI
3313,KARANGANYAR,33.13,KAB. KARANGANYAR
3314,SRAGEN,33.14,KAB. SRAGEN
3315,GROBOGAN,33.15,KAB. GROBOGAN
3316,BLORA,33.16,KAB. BLORA
3317,REMBANG,33.17,KAB. REMBANG
3318,PATI,33.18,KAB. PATI
3319,KUDUS,33.19,KAB. KUDUS
3320,JEPARA,33.2,KAB. JEPARA
3321,DEMAK,33.21,KAB. DEMAK
3322,SEMARANG,33.22,KAB. SEMARANG
3323,TEMANGGUNG,33.23,KAB. TEMANGGUNG
3324,KENDAL,33.24,KAB. KENDAL
3325,BATANG,33.25,KAB. BATANG
3326,PEKALONGAN,33.26,KAB. PEKALONGAN
3327,PEMALANG,33.27,KAB. PEMALANG
3328,TEGAL,33.28,KAB. TEGAL
3329,BREBES,33.29,KAB. BREBES
3371,MAGELANG,33.71,KOTA MAGELANG
3372,SURAKARTA,33.72,KOTA SURAKARTA
3373,SALATIGA,33.73,KOTA SALATIGA
3374,SEMARANG,33.74,KOTA SEMARANG
3375,PEKALONGAN,33.75,KOTA PEKALONGAN
3376,TEGAL,33.76,KOTA TEGAL
