kode_bps,nama_bps,kode_dagri,nama_dagri
1706050,LUBUK PINANG,17.06.01,LUBUK PINANG
1706051,AIR MANJUNTO,17.06.13,AIR MAJUNTO
1706052,V KOTO,17.06.12,V KOTO
1707010,RIMBO PENGADANG,17.07.05,RIMBO PENGADANG
1707011,TOPOS,17.07.06,TOPOS
1707020,LEBONG SELATAN,17.07.04,LEBONG SELATAN
1707021,BINGIN KUNING,17.07.07,BINGIN KUNING
1707030,LEBONG TENGAH,17.07.03,LEBONG TENGAH
1707031,LEBONG SAKTI,17.07.08,LEBONG SAKTI
1707040,LEBONG ATAS,17.07.02,LEBONG ATAS
1707042,PELABAI,17.07.09,PELABAI
1707050,LEBONG UTARA,17.07.01,LEBONG UTARA
1707051,AMEN,17.07.10,AMEN
1707052,URAM JAYA,17.07.11,URAM JAYA
1707053,PINANG BELAPIS,17.07.12,PINANG BELAPIS
1708010,MUARA KEMUMU,17.08.08,MUARA KEMUMU
1708020,BERMANI ILIR,17.08.01,BERMANI ILIR
1708030,SEBERANG MUSI,17.08.07,SEBERANG MUSI
1708040,TEBAT KARAI,17.08.03,TEBAT KARAI
1708050,KEPAHIANG,17.08.04,KEPAHIANG
1708060,KABA WETAN,17.08.06,KEBAWETAN
1708070,UJAN MAS,17.08.02,UJAN MAS
1708080,MERIGI,17.08.05,MERIGI
1709010,TALANG EMPAT,17.09.02,TALANG EMPAT
1709011,SEMIDANG LAGAN,17.09.11,SEMIDANG LAGAN
1709020,KARANG TINGGI,17.09.01,KARANG TINGGI
1709030,TABA PENANJUNG,17.09.06,TABA PENANJUNG
1709031,MERIGI KELINDANG,17.09.07,MERIGI KELINDANG
1709040,PAGAR JATI,17.09.05,PAGAR JATI
1709041,MERIGI SAKTI,17.09.08,MERIGI SAKTI
1709050,PONDOK KELAPA,17.09.03,PONDOK KELAPA
1709051,PONDOK KUBANG,17.09.09,PONDOK KUBANG
1709060,PEMATANG TIGA,17.09.04,PEMATANG TIGA
1709061,BANG HAJI,17.09.10,BANG HAJI
1771010,SELEBAR,17.71.01,SELEBAR
1771011,KAMPUNG MELAYU,17.71.05,KAMPUNG MELAYU
1771020,GADING CEMPAKA,17.71.02,GADING CEMPAKA
1771021,RATU AGUNG,17.71.06,RATU AGUNG
1771022,RATU SAMBAN,17.71.07,RATU SAMBAN
1771023,SINGARAN PATI,17.71.09,SINGARAN PATI
1771030,TELUK SEGARA,17.71.03,TELUK SEGARA
1771031,SUNGAI SERUT,17.71.08,SUNGAI SERUT
1771040,MUARA BANGKA HULU,17.71.04,MUARA BANGKA HULU
1801040,BALIK BUKIT,18.04.04,BALIK BUKIT
1801041,SUKAU,18.04.11,SUKAU
1801042,LUMBOK SEMINUNG,18.04.22,LUMBOK SEMINUNG
1801050,BELALAU,18.04.06,BELALAU
1801051,SEKINCAU,18.04.08,SEKINCAU
1801052,SUOH,18.04.09,SUOH
1801053,BATU BRAK,18.04.10,BATU BRAK
1801054,PAGAR DEWA,18.04.20,PAGAR DEWA
1801055,BATU KETULIS,18.04.21,BATU KETULIS
1801056,BANDAR NEGERI SUOH,18.04.23,BANDAR NEGERI SUOH
1801060,SUMBER JAYA,18.04.05,SUMBER JAYA
1801061,WAY TENONG,18.04.07,WAY TENONG
1801062,GEDUNG SURIAN,18.04.15,GEDUNG SURIAN
1801063,KEBUN TEBU,18.04.18,KEBUN TEBU
1801064,AIR HITAM,18.04.19,AIR HITAM
1802010,WONOSOBO,18.06.03,WONOSOBO
1802011,SEMAKA,18.06.12,SEMAKA
1802012,BANDAR NEGERI SEMUONG,18.06.25,BANDAR NEGERI
1802020,KOTA AGUNG,18.06.01,KOTA AGUNG
1802021,PEMATANG SAWA,18.06.16,PEMATANG SAWA
1802022,KOTA AGUNG TIMUR,18.06.19,KOTA AGUNG TIMUR
1802023,KOTA AGUNG BARAT,18.06.18,KOTA AGUNG BARAT
1802030,PULAU PANGGUNG,18.06.04,PULAU PANGGUNG
1802031,ULUBELU,18.06.15,ULU BELU
1802032,AIR NANINGAN,18.06.26,AIR NANINGAN
1802040,TALANG PADANG,18.06.02,TALANG PADANG
1802041,SUMBEREJO,18.06.13,SUMBER REJO
1802042,GISTING,18.06.20,GISTING
1802043,GUNUNG ALIP,18.06.21,GUNUNG ALIP
1802050,PUGUNG,18.06.11,PUGUNG
1802101,BULOK,18.06.27,BULOK
1802110,CUKUH BALAK,18.06.09,CUKUH BALAK
1802111,KELUMBAYAN,18.06.17,KLUMBAYAN
1802112,LIMAU,18.06.24,LIMAU
1802113,KELUMBAYAN BARAT,18.06.28,KLUMBAYAN BARAT
1803060,NATAR,18.01.04,NATAR
1803070,JATI AGUNG,18.01.13,JATI AGUNG
1803080,TANJUNG BINTANG,18.01.05,TANJUNG BINTANG
1803081,TANJUNG SARI,18.01.22,TANJUNG SARI
1803090,KATIBUNG,18.01.08,KATIBUNG
1803091,MERBAU MATARAM,18.01.18,MERBAU MATARAM
1803092,WAY SULAN,18.01.23,WAY SULAN
1803100,SIDOMULYO,18.01.07,SIDOMULYO
1803101,CANDIPURO,18.01.17,CANDIPURO
1803102,WAY PANJI,18.01.24,WAY PANJI
1803110,KALIANDA,18.01.06,KALIANDA
1803111,RAJABASA,18.01.16,RAJA BASA
1803120,PALAS,18.01.10,PALAS
1803121,SRAGI,18.01.15,SRAGI
1803130,PENENGAHAN,18.01.09,PENENGAHAN
1803131,KETAPANG,18.01.14,KETAPANG
1803132,BAKAUHENI,18.01.21,BAKAUHENI
1804091,BUMI AGUNG,18.07.14,BUMI AGUNG
1804010,METRO KIBANG,18.07.10,METRO KIBANG
1804020,BATANGHARI,18.07.06,BATANGHARI
1804030,SEKAMPUNG,18.07.05,SEKAMPUNG
1804040,MARGATIGA,18.07.11,MARGA TIGA
1804050,SEKAMPUNG UDIK,18.07.12,SEKAMPUNG UDIK
1804060,JABUNG,18.07.03,JABUNG
1804061,PASIR SAKTI,18.07.19,PASIR SAKTI
1804062,WAWAY KARYA,18.07.20,WAWAY KARYA
1804063,MARGA SEKAMPUNG,18.07.24,MARGA SEKAMPUNG
1804070,LABUHAN MARINGGAI,18.07.02,LABUHAN MARINGGAI
1804071,MATARAM BARU,18.07.16,MATARAM BARU
1804072,BANDAR SRIBHAWONO,18.07.15,BANDAR SRIBHAWONO
1804073,MELINTING,18.07.17,MELINTING
1804074,GUNUNG PELINDUNG,18.07.18,GUNUNG PELINDUNG
1804080,WAY JEPARA,18.07.07,WAY JEPARA
1804081,BRAJA SLEBAH,18.07.22,BRAJA SELEBAH
1804082,LABUHAN RATU,18.07.21,LABUHAN RATU
1804090,SUKADANA,18.07.01,SUKADANA
1804092,BATANGHARI NUBAN,18.07.13,BATANGHARI NUBAN
1804100,PEKALONGAN,18.07.04,PEKALONGAN
1804110,RAMAN UTARA,18.07.09,RAMAN UTARA
1804120,PURBOLINGGO,18.07.08,PURBOLINGGO
1804121,WAY BUNGUR,18.07.23,WAY BUNGUR
1805010,PADANG RATU,18.02.03,PADANG RATU
1805011,SELAGAI LINGGA,18.02.20,SELAGAI LINGGA
1805012,PUBIAN,18.02.19,PUBIAN
1805013,ANAK TUHA,18.02.21,ANAK TUHA
1805014,ANAK RATU AJI,18.02.27,ANAK RATU AJI
1805020,KALIREJO,18.02.01,KALIREJO
1805021,SENDANG AGUNG,18.02.22,SENDANG AGUNG
1805030,BANGUNREJO,18.02.02,BANGUN REJO
1805040,GUNUNG SUGIH,18.02.04,GUNUNG SUGIH
1805041,BEKRI,18.02.15,BEKRI
1805042,BUMI RATU NUBAN,18.02.14,BUMI RATU NUBAN
1805050,TRIMURJO,18.02.05,TRIMURJO
1805060,PUNGGUR,18.02.06,PUNGGUR
1805061,KOTA GAJAH,18.02.23,KOTA GAJAH
1805070,SEPUTIH RAMAN,18.02.08,SEPUTIH RAMAN
1805080,TERBANGGI BESAR,18.02.07,TERBANGGI BESAR
1805081,SEPUTIH AGUNG,18.02.16,SEPUTIH AGUNG
1805082,WAY PENGUBUAN,18.02.17,WAY PANGUBUAN
1805090,TERUSAN NUNYAI,18.02.13,TERUSAN NUNYAI
1805100,SEPUTIH MATARAM,18.02.11,SEPUTIH MATARAM
1805101,BANDAR MATARAM,18.02.18,BANDAR MATARAM
1805110,SEPUTIH BANYAK,18.02.10,SEPUTIH BANYAK
1805111,WAY SEPUTIH,18.02.25,WAY SEPUTIH
1805120,RUMBIA,18.02.09,RUMBIA
1805121,BUMI NABUNG,18.02.24,BUMI NABUNG
1805122,PUTRA RUMBIA,18.02.28,PUTRA RUMBIA
1805130,SEPUTIH SURABAYA,18.02.12,SEPUTIH SURABAYA
1805131,BANDAR SURABAYA,18.02.26,BANDAR SURABAYA
1806010,BUKIT KEMUNING,18.03.01,BUKIT KEMUNING
1806011,ABUNG TINGGI,18.03.12,ABUNG TINGGI
1806020,TANJUNG RAJA,18.03.04,TANJUNG RAJA
1806030,ABUNG BARAT,18.03.06,ABUNG BARAT
1806031,ABUNG TENGAH,18.03.11,ABUNG TENGAH
1806032,ABUNG  KUNANG,18.03.22,ABUNG KUNANG
1806033,ABUNG PEKURUN,18.03.19,ABUNG PEKURUN
1806040,KOTABUMI,18.03.02,KOTABUMI
1806041,KOTABUMI UTARA,18.03.09,KOTABUMI UTARA
1806042,KOTABUMI SELATAN,18.03.10,KOTABUMI SELATAN
1806050,ABUNG SELATAN,18.03.07,ABUNG SELATAN
1806051,ABUNG SEMULI,18.03.13,ABUNG SEMULI
1806052,BLAMBANGAN PAGAR,18.03.23,BLAMBANGAN PAGAR
1806060,ABUNG TIMUR,18.03.05,ABUNG TIMUR
1806061,ABUNG SURAKARTA,18.03.14,ABUNG SURAKARTA
1806070,SUNGKAI SELATAN,18.03.03,SUNGKAI SELATAN
1806071,MUARA SUNGKAI,18.03.15,MUARA SUNGKAI
1806072,BUNGA MAYANG,18.03.16,BUNGA MAYANG
1806073,SUNGKAI  BARAT,18.03.21,SUNGKAI BARAT
1806074,SUNGKAI JAYA,18.03.20,SUNGKAI JAYA
1806080,SUNGKAI UTARA,18.03.08,SUNGKAI UTARA
1806081,HULUSUNGKAI,18.03.17,HULU SUNGKAI
1806082,SUNGKAI TENGAH,18.03.18,SUNGKAI TENGAH
1807010,BANJIT,18.08.03,BANJIT
1807020,BARADATU,18.08.04,BARADATU
1807021,GUNUNG LABUHAN,18.08.10,GUNUNG LABUHAN
1807030,KASUI,18.08.02,KASUI
1807031,REBANG TANGKAS,18.08.09,REBANG TANGKAS
1807043,UMPU SEMENGUK,18.08.01,BLAMBANGAN UMPU
1807041,WAY TUBA,18.08.08,WAY TUBA
1807042,NEGERI AGUNG,18.08.07,NEGERI AGUNG
1807050,BAHUGA,18.08.05,BAHUGA
1807051,BUAY  BAHUGA,18.08.13,BUAY BAHUGA
1807052,BUMI AGUNG,18.08.14,BUMI AGUNG
1807060,PAKUAN RATU,18.08.06,PAKUAN RATU
1807061,NEGARA BATIN,18.08.11,NEGARA BATIN
1807062,NEGERI BESAR,18.08.12,NEGERI BESAR
1808030,BANJAR AGUNG,18.05.08,BANJAR AGUNG
1808031,BANJAR MARGO,18.05.20,BANJAR MARGO
1808032,BANJAR BARU,18.05.29,BANJAR BARU
1808040,GEDUNG AJI,18.05.06,GEDUNG AJI
1808041,PENAWAR AJI,18.05.23,PENAWAR AJI
1808042,MERAKSA AJI,18.05.26,MERAKSA AJI
1808050,MENGGALA,18.05.02,MENGGALA
1808051,PENAWAR TAMA,18.05.13,PENAWAR TAMA
1808052,RAWAJITU SELATAN,18.05.12,RAWA JITU SELATAN
1808053,GEDUNG MENENG,18.05.11,GEDUNG MENENG
1808054,RAWAJITU TIMUR,18.05.18,RAWA JITU TIMUR
1808055,RAWA PITU,18.05.22,RAWA PITU
1808056,GEDUNG AJI BARU,18.05.27,GEDUNG AJI BARU
1808057,DENTE TELADAS,18.05.25,DENTE TELADAS
1808058,MENGGALA TIMUR,18.05.30,MENGGALA TIMUR
1809010,PUNDUH PIDADA,18.09.06,PUNDUH PIDADA
1809011,MARGA PUNDUH,18.09.08,MARGA PUNDUH
1809020,PADANG CERMIN,18.09.05,PADANG CERMIN
1809021,TELUK PANDAN,18.09.10,TELUK PANDAN
1809022,WAY RATAI,18.09.11,WAY RATAI
1809030,KEDONDONG,18.09.07,KEDONDONG
1809031,WAY KHILAU,18.09.09,WAY KHILAU
1809040,WAY LIMA,18.09.04,WAY LIMA
1809050,GEDUNG TATAAN,18.09.01,GEDONG TATAAN
1809060,NEGERI KATON,18.09.02,NEGERI KATON
1809070,TEGINENENG,18.09.03,TEGINENENG
1810010,PARDASUKA,18.10.04,PARDASUKA
1810020,AMBARAWA,18.10.03,AMBARAWA
1810030,PAGELARAN,18.10.05,PAGELARAN
1810031,PAGELARAN UTARA,18.10.09,PAGELARAN UTARA
1810040,PRINGSEWU,18.10.01,PRINGSEWU
1810050,GADING REJO,18.10.02,GADING REJO
1810060,SUKOHARJO,18.10.08,SUKOHARJO
1810070,BANYUMAS,18.10.06,BANYUMAS
1810080,ADI LUWIH,18.10.07,ADILUWIH
1811010,WAY SERDANG,18.11.04,WAY SERDANG
1811020,SIMPANG PEMATANG,18.11.05,SIMPANG PEMATANG
1811030,PANCA JAYA,18.11.06,PANCA JAYA
1811040,TANJUNG RAYA,18.11.07,TANJUNG RAYA
1811050,MESUJI,18.11.01,MESUJI
1811060,MESUJI TIMUR,18.11.02,MESUJI TIMUR
1811070,RAWAJITU UTARA,18.11.03,RAWA JITU UTARA
1812010,TULANG BAWANG UDIK,18.12.03,TULANG BAWANG UDIK
1812020,TUMI JAJAR,18.12.02,TUMIJAJAR
1812030,TULANG BAWANG TENGAH,18.12.01,TULANG BAWANG TENGAH
1812040,PAGAR DEWA,18.12.08,PAGAR DEWA
1812050,LAMBU KIBANG,18.12.07,LAMBU KIBANG
1812060,GUNUNG TERANG,18.12.04,GUNUNG TERANG
1812061,BATU PUTIH,18.12.09,BATU PUTIH
1812070,GUNUNG AGUNG,18.12.05,GUNUNG AGUNG
1812080,WAY KENANGA,18.12.06,WAY KENANGA
1813010,LEMONG,18.13.03,LEMONG
1813020,PESISIR UTARA,18.13.04,PESISIR UTARA
1813030,PULAU PISANG,18.13.06,PULAUPISANG
1813040,KARYA PENGGAWA,18.13.05,KARYA PENGGAWA
1813050,WAY KRUI,18.13.07,WAY KRUI
1813060,PESISIR TENGAH,18.13.01,PESISIR TENGAH
1813070,KRUI SELATAN,18.13.08,KRUI SELATAN
1813080,PESISIR SELATAN,18.13.02,PESISIR SELATAN
1813090,NGAMBUR,18.13.09,NGAMBUR
1813100,NGARAS,18.13.10,NGARAS
1813110,BANGKUNAT,18.13.11,BANGKUNAT
1871010,TELUK BETUNG BARAT,18.71.08,TELUKBETUNG BARAT
1871011,TELUKBETUNG TIMUR,18.71.19,TELUKBETUNG TIMUR
1871020,TELUK BETUNG SELATAN,18.71.07,TELUKBETUNG SELATAN
1871021,BUMI WARAS,18.71.20,BUMI WARAS
1871030,PANJANG,18.71.04,PANJANG
1871040,TANJUNG KARANG TIMUR,18.71.05,TANJUNGKARANG TIMUR
1871041,KEDAMAIAN,18.71.18,KEDAMAIAN
1871050,TELUK BETUNG UTARA,18.71.09,TELUKBETUNG UTARA
1871060,TANJUNG KARANG PUSAT,18.71.06,TANJUNGKARANG PUSAT
1871061,ENGGAL,18.71.17,ENGGAL
1871070,TANJUNG KARANG BARAT,18.71.03,TANJUNGKARANG BARAT
1871071,KEMILING,18.71.13,KEMILING
1871072,LANGKAPURA,18.71.16,LANGKAPURA
1871080,KEDATON,18.71.01,KEDATON
1871081,RAJABASA,18.71.10,RAJABASA
1871082,TANJUNG SENANG,18.71.11,TANJUNG SENANG
1871083,LABUHAN RATU,18.71.14,LABUHAN RATU
1871090,SUKARAME,18.71.02,SUKARAME
1871091,SUKABUMI,18.71.12,SUKABUMI
1871092,WAY HALIM,18.71.15,WAY HALIM
1872011,METRO SELATAN,18.72.05,METRO SELATAN
1872012,METRO BARAT,18.72.03,METRO BARAT
1872021,METRO TIMUR,18.72.04,METRO TIMUR
1872022,METRO PUSAT,18.72.01,METRO PUSAT
1872023,METRO UTARA,18.72.02,METRO UTARA
1901070,MENDO BARAT,19.01.04,MENDO BARAT
1901080,MERAWANG,19.01.03,MERAWANG
1901081,PUDING BESAR,19.01.08,PUDING BESAR
1901090,SUNGAILIAT,19.01.01,SUNGAILIAT
1901091,PEMALI,19.01.05,PEMALI
1901092,BAKAM,19.01.06,BAKAM
1901130,BELINYU,19.01.02,BELINYU
1901131,RIAU SILIP,19.01.07,RIAU SILIP
1902010,MEMBALONG,19.02.02,MEMBALONG
1902060,TANJUNGPANDAN,19.02.01,TANJUNG PANDAN
1902061,BADAU,19.02.05,BADAU
1902062,SIJUK,19.02.04,SIJUK
1902063,SELAT NASIK,19.02.03,SELAT NASIK
1903010,KELAPA,19.05.04,KELAPA
1903020,TEMPILANG,19.05.05,TEMPILANG
1903030,MENTOK,19.05.01,MUNTOK
1903040,SIMPANG TERITIP,19.05.02,SIMPANG TERITIP
1903050,JEBUS,19.05.03,JEBUS
1903051,PARITTIGA,19.05.06,PARITTIGA
1904010,KOBA,19.04.01,KOBA
1904011,LUBUK BESAR,19.04.06,LUBUK BESAR
1904020,PANGKALAN BARU,19.04.02,PANGKALAN BARU
1904021,NAMANG,19.04.05,NAMANG
1904030,SUNGAI SELAN,19.04.03,SUNGAI SELAN
1904040,SIMPANG KATIS,19.04.04,SIMPANG KATIS
1905010,PAYUNG,19.03.05,PAYUNG
1905011,PULAU BESAR,19.03.07,PULAUBESAR
1905020,SIMPANG RIMBA,19.03.04,SIMPANG RIMBA
1905030,TOBOALI,19.03.01,TOBOALI
1905031,TUKAK SADAI,19.03.06,TUKAK SADAI
1905040,AIR GEGAS,19.03.03,AIR GEGAS
1905050,LEPAR PONGOK,19.03.02,LEPAR PONGOK
1905051,KEPULAUAN PONGOK,19.03.08,KEPULAUAN PONGOK
1906010,DENDANG,19.06.03,DENDANG
1906011,SIMPANG PESAK,19.06.07,SIMPANG PESAK
1906020,GANTUNG,19.06.02,GANTUNG
1906021,SIMPANG RENGGIANG,19.06.06,SIMPANG RENGGIANG
1906030,MANGGAR,19.06.01,MANGGAR
1906031,DAMAR,19.06.05,DAMAR
1906040,KELAPA KAMPIT,19.06.04,KELAPA KAMPIT
1971010,RANGKUI,19.71.04,RANGKUI
1971020,BUKIT INTAN,19.71.01,BUKITINTAN
1971021,GIRIMAYA,19.71.07,GIRIMAYA
1971030,PANGKAL BALAM,19.71.03,PANGKAL BALAM
1971031,GABEK,19.71.06,GABEK
1971040,TAMAN SARI,19.71.02,TAMAN SARI
1971041,GERUNGGANG,19.71.05,GERUNGGANG
2101010,MORO,21.02.01,MORO
2101011,DURAI,21.02.09,DURAI
2101020,KUNDUR,21.02.02,KUNDUR
2101021,KUNDUR UTARA,21.02.07,KUNDUR UTARA
2101022,KUNDUR BARAT,21.02.08,KUNDUR BARAT
2101023,UNGAR,21.02.11,UNGAR
2101024,BELAT,21.02.12,BELAT
2101030,KARIMUN,21.02.03,KARIMUN
2101031,BURU,21.02.06,BURU
2101032,MERAL,21.02.04,MERAL
2101033,TEBING,21.02.05,TEBING
2101034,MERAL BARAT,21.02.10,MERAL BARAT
2102040,TELUK BINTAN,21.01.08,TELUK BINTAN
2102050,BINTAN UTARA,21.01.07,BINTAN UTARA
2102051,TELUK SEBONG,21.01.10,TELOK SEBONG
2102052,SERI KUALA LOBAM,21.01.15,SERI KUALA LOBAM
2102060,BINTAN TIMUR,21.01.06,BINTAN TIMUR
2102061,GUNUNG KIJANG,21.01.04,GUNUNG KIJANG
2102062,MANTANG,21.01.13,MANTANG
2102063,BINTAN PESISIR,21.01.14,BINTAN PESISIR
2102064,TOAPAYA,21.01.12,TOAPAYA
2102070,TAMBELAN,21.01.09,TAMBELAN
2103030,MIDAI,21.03.04,MIDAI
2103031,SUAK MIDAI,21.03.22,SUAK MIDAI
2103040,BUNGURAN BARAT,21.03.05,BUNGURAN BARAT
2103041,BUNGURAN UTARA,21.03.08,BUNGURAN UTARA
2103042,PULAU LAUT,21.03.10,PULAU LAUT
2103043,PULAU TIGA,21.03.11,PULAU TIGA
2103044,BUNGURAN BATUBI,21.03.20,BUNGURAN BATUBI
2103045,PULAU TIGA BARAT,21.03.21,PULAU TIGA BARAT
2103050,BUNGURAN TIMUR,21.03.07,BUNGURAN TIMUR
2103051,BUNGURAN TIMUR LAUT,21.03.15,BUNGURAN TIMUR LAUT
2103052,BUNGURAN TENGAH,21.03.16,BUNGURAN TENGAH
2103053,BUNGURAN SELATAN,21.03.18,BUNGURAN SELATAN
2103060,SERASAN,21.03.06,SERASAN
2103061,SUBI,21.03.09,SUBI
2103062,SERASAN TIMUR,21.03.19,SERASAN TIMUR
2104010,SINGKEP BARAT,21.04.04,SINGKEP BARAT
2104011,KEPULAUAN POSEK,21.04.10,KEPULAUAN POSEK
2104020,SINGKEP,21.04.01,SINGKEP
2104021,SINGKEP SELATAN,21.04.09,SINGKEP SELATAN
2104022,SINGKEP PESISIR,21.04.06,SINGKEP PESISIR
2104030,LINGGA,21.04.02,LINGGA
2104031,SELAYAR,21.04.08,SELAYAR
2104032,LINGGA TIMUR,21.04.07,LINGGA TIMUR
2104040,LINGGA UTARA,21.04.05,LINGGA UTARA
2104050,SENAYANG,21.04.03,SENAYANG
2104051,BAKUNG SERUMPUN,21.04.13,BAKUNG SERUMPUN
2104052,TEMIANG PESISIR,21.04.12,TEMIANG PESISIR
2104053,KATANG BIDARE,21.04.11,KATANG BIDARE
2105010,JEMAJA,21.05.06,JEMAJA
2105011,JEMAJA BARAT,21.05.09,JEMAJA BARAT
2105020,JEMAJA TIMUR,21.05.05,JEMAJA TIMUR
2105030,SIANTAN SELATAN,21.05.04,SIANTAN SELATAN
2105040,SIANTAN,21.05.01,SIANTAN
2105050,SIANTAN TIMUR,21.05.03,SIANTAN TIMUR
2105060,SIANTAN TENGAH,21.05.07,SIANTAN TENGAH
2105070,PALMATAK,21.05.02,PALMATAK
2105071,SIANTAN UTARA,21.05.08,SIANTAN UTARA
2171010,BELAKANG PADANG,21.71.01,BELAKANG PADANG
2171020,BULANG,21.71.05,BULANG
2171030,GALANG,21.71.08,GALANG
2171040,SEI BEDUK,21.71.07,SEI BEDUK
2171041,SAGULUNG,21.71.11,SAGULUNG
2171050,NONGSA,21.71.04,NONGSA
2171051,BATAM KOTA,21.71.10,BATAM KOTA
2171060,SEKUPANG,21.71.03,SEKUPANG
2171061,BATU AJI,21.71.12,BATU AJI
2171070,LUBUK BAJA,21.71.06,LUBUK BAJA
2171080,BATU AMPAR,21.71.02,BATU AMPAR
2171081,BENGKONG,21.71.09,BENGKONG
2172010,BUKIT BESTARI,21.72.04,BUKIT BESTARI
2172020,TANJUNGPINANG TIMUR,21.72.02,TANJUNG PINANG TIMUR
2172030,TANJUNGPINANG KOTA,21.72.03,TANJUNG PINANG KOTA
2172040,TANJUNGPINANG BARAT,21.72.01,TANJUNG PINANG BARAT
3101010,KEPULAUAN SERIBU SELATAN,31.01.02,KEPULAUAN SERIBU SELATAN
3101020,KEPULAUAN SERIBU UTARA,31.01.01,KEPULAUAN SERIBU UTARA
3171010,JAGAKARSA,31.74.09,JAGAKARSA
3171020,PASAR MINGGU,31.74.04,PASAR MINGGU
3171030,CILANDAK,31.74.06,CILANDAK
3171040,PESANGGRAHAN,31.74.10,PESANGGRAHAN
3171050,KEBAYORAN LAMA,31.74.05,KEBAYORAN LAMA
3171060,KEBAYORAN BARU,31.74.07,KEBAYORAN BARU
3171070,MAMPANG PRAPATAN,31.74.03,MAMPANG PRAPATAN
3171080,PANCORAN,31.74.08,PANCORAN
3171090,TEBET,31.74.01,TEBET
3171100,SETIA BUDI,31.74.02,SETIABUDI
3172010,PASAR REBO,31.75.05,PASAR REBO
3172020,CIRACAS,31.75.09,CIRACAS
3172030,CIPAYUNG,31.75.10,CIPAYUNG
3172040,MAKASAR,31.75.08,MAKASAR
3172050,KRAMAT JATI,31.75.04,KRAMATJATI
3172060,JATINEGARA,31.75.03,JATINEGARA
3172070,DUREN SAWIT,31.75.07,DUREN SAWIT
3172080,CAKUNG,31.75.06,CAKUNG
3172090,PULO GADUNG,31.75.02,PULOGADUNG
3172100,MATRAMAN,31.75.01,MATRAMAN
3173010,TANAH ABANG,31.71.07,TANAH ABANG
3173020,MENTENG,31.71.06,MENTENG
3173030,SENEN,31.71.04,SENEN
3173040,JOHAR BARU,31.71.08,JOHAR BARU
3173050,CEMPAKA PUTIH,31.71.05,CEMPAKA PUTIH
3173060,KEMAYORAN,31.71.03,KEMAYORAN
3173070,SAWAH BESAR,31.71.02,SAWAH BESAR
3173080,GAMBIR,31.71.01,GAMBIR
3174010,KEMBANGAN,31.73.08,KEMBANGAN
3174020,KEBON JERUK,31.73.05,KEBON JERUK
3174030,PALMERAH,31.73.07,PAL MERAH
3174040,GROGOL PETAMBURAN,31.73.02,GROGOL PETAMBURAN
3174050,TAMBORA,31.73.04,TAMBORA
3174060,TAMAN SARI,31.73.03,TAMAN SARI
3174070,CENGKARENG,31.73.01,CENGKARENG
3174080,KALI DERES,31.73.06,KALIDERES
3175010,PENJARINGAN,31.72.01,PENJARINGAN
3175020,PADEMANGAN,31.72.05,PADEMANGAN
3175030,TANJUNG PRIOK,31.72.02,TANJUNG PRIOK
3175040,KOJA,31.72.03,KOJA
3175050,KELAPA GADING,31.72.06,KELAPA GADING
3175060,CILINCING,31.72.04,CILINCING
3201010,NANGGUNG,32.01.21,NANGGUNG
3201020,LEUWILIANG,32.01.14,LEUWILIANG
3201021,LEUWISADENG,32.01.39,LEUWISADENG
3201030,PAMIJAHAN,32.01.17,PAMIJAHAN
3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG
3201050,CIAMPEA,32.01.15,CIAMPEA
3201051,TENJOLAYA,32.01.40,TENJOLAYA
3201060,DRAMAGA,32.01.30,DRAMAGA
3201070,CIOMAS,32.01.29,CIOMAS
3201071,TAMANSARI,32.01.31,TAMANSARI
3201080,CIJERUK,32.01.28,CIJERUK
3201081,CIGOMBONG,32.01.38,CIGOMBONG
3201090,CARINGIN,32.01.27,CARINGIN
3201100,CIAWI,32.01.24,CIAWI
3201110,CISARUA,32.01.25,CISARUA
3201120,MEGAMENDUNG,32.01.26,MEGAMENDUNG
3201130,SUKARAJA,32.01.04,SUKARAJA
3201140,BABAKAN MADANG,32.01.05,BABAKAN MADANG
3201150,SUKAMAKMUR,32.01.09,SUKAMAKMUR
3201160,CARIU,32.01.08,CARIU
3201161,TANJUNGSARI,32.01.36,TANJUNGSARI
3201170,JONGGOL,32.01.06,JONGGOL
3201180,CILEUNGSI,32.01.07,CILEUNGSI
3201181,KLAPANUNGGAL,32.01.32,KLAPANUNGGAL
3201190,GUNUNG PUTRI,32.01.02,GUNUNG PUTRI
3201200,CITEUREUP,32.01.03,CITEUREUP
3201210,CIBINONG,32.01.01,CIBINONG
3201220,BOJONG GEDE,32.01.13,BOJONG GEDE
3201221,TAJUR HALANG,32.01.37,TAJURHALANG
3201230,KEMANG,32.01.12,KEMANG
3201231,RANCABUNGUR,32.01.34,RANCA BUNGUR
3201240,PARUNG,32.01.10,PARUNG
3201241,CISEENG,32.01.33,CISEENG
3201250,GUNUNG SINDUR,32.01.11,GUNUNG SINDUR
3201260,RUMPIN,32.01.18,RUMPIN
3201270,CIGUDEG,32.01.22,CIGUDEG
3201271,SUKAJAYA,32.01.35,SUKAJAYA
3201280,JASINGA,32.01.19,JASINGA
3201290,TENJO,32.01.23,TENJO
3201300,PARUNG PANJANG,32.01.20,PARUNG PANJANG
3202010,CIEMAS,32.02.22,CIEMAS
3202020,CIRACAP,32.02.26,CIRACAP
3202021,WALURAN,32.02.20,WALURAN
