kode_bps,nama_bps,kode_dagri,nama_dagri
3202030,SURADE,32.02.24,SURADE
3202031,CIBITUNG,32.02.25,CIBITUNG
3202040,JAMPANG KULON,32.02.21,JAMPANGKULON
3202041,CIMANGGU,32.02.46,CIMANGGU
3202050,KALI BUNDER,32.02.23,KALIBUNDER
3202060,TEGAL BULEUD,32.02.45,TEGALBULEUD
3202070,CIDOLOG,32.02.43,CIDOLOG
3202080,SAGARANTEN,32.02.41,SAGARANTEN
3202081,CIDADAP,32.02.44,CIDADAP
3202082,CURUGKEMBAR,32.02.42,CURUGKEMBAR
3202090,PABUARAN,32.02.37,PABUARAN
3202100,LENGKONG,32.02.07,LENGKONG
3202110,PALABUHANRATU,32.02.01,PALABUHANRATU
3202111,SIMPENAN,32.02.02,SIMPENAN
3202120,WARUNG KIARA,32.02.09,WARUNGKIARA
3202121,BANTARGADUNG,32.02.04,BANTARGADUNG
3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH
3202131,PURABAYA,32.02.38,PURABAYA
3202140,CIKEMBAR,32.02.10,CIKEMBAR
3202150,NYALINDUNG,32.02.39,NYALINDUNG
3202160,GEGER BITUNG,32.02.40,GEGERBITUNG
3202170,SUKARAJA,32.02.33,SUKARAJA
3202171,KEBONPEDES,32.02.34,KEBONPEDES
3202172,CIREUNGHAS,32.02.35,CIREUNGHAS
3202173,SUKALARANG,32.02.36,SUKALARANG
3202180,SUKABUMI,32.02.32,SUKABUMI
3202190,KADUDAMPIT,32.02.30,KADUDAMPIT
3202200,CISAAT,32.02.29,CISAAT
3202201,GUNUNGGURUH,32.02.27,GUNUNGGURUH
3202210,CIBADAK,32.02.11,CIBADAK
3202211,CICANTAYAN,32.02.28,CICANTAYAN
3202212,CARINGIN,32.02.31,CARINGIN
3202220,NAGRAK,32.02.12,NAGRAK
3202221,CIAMBAR,32.02.47,CIAMBAR
3202230,CICURUG,32.02.16,CICURUG
3202240,CIDAHU,32.02.17,CIDAHU
3202250,PARAKAN SALAK,32.02.15,PARAKANSALAK
3202260,PARUNG KUDA,32.02.13,PARUNGKUDA
3202261,BOJONG GENTENG,32.02.14,BOJONGGENTENG
3202270,KALAPA NUNGGAL,32.02.18,KALAPANUNGGAL
3202280,CIKIDANG,32.02.06,CIKIDANG
3202290,CISOLOK,32.02.05,CISOLOK
3202291,CIKAKAK,32.02.03,CIKAKAK
3202300,KABANDUNGAN,32.02.19,KABANDUNGAN
3203010,AGRABINTA,32.03.22,AGRABINTA
3203011,LELES,32.03.30,LELES
3203020,SINDANGBARANG,32.03.21,SINDANGBARANG
3203030,CIDAUN,32.03.23,CIDAUN
3203040,NARINGGUL,32.03.24,NARINGGUL
3203050,CIBINONG,32.03.20,CIBINONG
3203051,CIKADU,32.03.26,CIKADU
3203060,TANGGEUNG,32.03.19,TANGGEUNG
3203061,PASIRKUDA,32.03.32,PASIRKUDA
3203070,KADUPANDAK,32.03.17,KADUPANDAK
3203071,CIJATI,32.03.29,CIJATI
3203080,TAKOKAK,32.03.16,TAKOKAK
3203090,SUKANAGARA,32.03.14,SUKANAGARA
3203100,PAGELARAN,32.03.18,PAGELARAN
3203110,CAMPAKA,32.03.15,CAMPAKA
3203111,CAMPAKAMULYA,32.03.25,CAMPAKAMULYA
3203120,CIBEBER,32.03.03,CIBEBER
3203130,WARUNGKONDANG,32.03.02,WARUNGKONDANG
3203131,GEKBRONG,32.03.27,GEKBRONG
3203140,CILAKU,32.03.04,CILAKU
3203150,SUKALUYU,32.03.09,SUKALUYU
3203160,BOJONGPICUNG,32.03.06,BOJONGPICUNG
3203161,HAURWANGI,32.03.31,HAURWANGI
3203170,CIRANJANG,32.03.05,CIRANJANG
3203180,MANDE,32.03.08,MANDE
3203190,KARANGTENGAH,32.03.07,KARANGTENGAH
3203200,CIANJUR,32.03.01,CIANJUR
3203210,CUGENANG,32.03.11,CUGENANG
3203220,PACET,32.03.10,PACET
3203221,CIPANAS,32.03.28,CIPANAS
3203230,SUKARESMI,32.03.13,SUKARESMI
3203240,CIKALONGKULON,32.03.12,CIKALONGKULON
3204010,CIWIDEY,32.04.39,CIWIDEY
3204011,RANCABALI,32.04.40,RANCABALI
3204020,PASIRJAMBU,32.04.38,PASIRJAMBU
3204030,CIMAUNG,32.04.17,CIMAUNG
3204040,PANGALENGAN,32.04.15,PANGALENGAN
3204050,KERTASARI,32.04.31,KERTASARI
3204060,PACET,32.04.30,PACET
3204070,IBUN,32.04.36,IBUN
3204080,PASEH,32.04.35,PASEH
3204090,CIKANCUNG,32.04.27,CIKANCUNG
3204100,CICALENGKA,32.04.25,CICALENGKA
3204101,NAGREG,32.04.26,NAGREG
3204110,RANCAEKEK,32.04.28,RANCAEKEK
3204120,MAJALAYA,32.04.33,MAJALAYA
3204121,SOLOKAN JERUK,32.04.34,SOLOKANJERUK
3204130,CIPARAY,32.04.29,CIPARAY
3204140,BALEENDAH,32.04.32,BALEENDAH
3204150,ARJASARI,32.04.16,ARJASARI
3204160,BANJARAN,32.04.13,BANJARAN
3204161,CANGKUANG,32.04.44,CANGKUANG
3204170,PAMEUNGPEUK,32.04.14,PAMEUNGPEUK
3204180,KATAPANG,32.04.11,KATAPANG
3204190,SOREANG,32.04.37,SOREANG
3204191,KUTAWARINGIN,32.04.46,KUTAWARINGIN
3204250,MARGAASIH,32.04.10,MARGAASIH
3204260,MARGAHAYU,32.04.09,MARGAHAYU
3204270,DAYEUHKOLOT,32.04.12,DAYEUHKOLOT
3204280,BOJONGSOANG,32.04.08,BOJONGSOANG
3204290,CILEUNYI,32.04.05,CILEUNYI
3204300,CILENGKRANG,32.04.07,CILENGKRANG
3204310,CIMENYAN,32.04.06,CIMENYAN
3205010,CISEWU,32.05.35,CISEWU
3205011,CARINGIN,32.05.36,CARINGIN
3205020,TALEGONG,32.05.37,TALEGONG
3205030,BUNGBULANG,32.05.31,BUNGBULANG
3205031,MEKARMUKTI,32.05.32,MEKARMUKTI
3205040,PAMULIHAN,32.05.34,PAMULIHAN
3205050,PAKENJENG,32.05.33,PAKENJENG
3205060,CIKELET,32.05.30,CIKELET
3205070,PAMEUNGPEUK,32.05.27,PAMEUNGPEUK
3205080,CIBALONG,32.05.29,CIBALONG
3205090,CISOMPET,32.05.28,CISOMPET
3205100,PEUNDEUY,32.05.26,PEUNDEUY
3205110,SINGAJAYA,32.05.24,SINGAJAYA
3205111,CIHURIP,32.05.25,CIHURIP
3205120,CIKAJANG,32.05.22,CIKAJANG
3205130,BANJARWANGI,32.05.23,BANJARWANGI
3205140,CILAWU,32.05.19,CILAWU
3205150,BAYONGBONG,32.05.17,BAYONGBONG
3205151,CIGEDUG,32.05.18,CIGEDUG
3205160,CISURUPAN,32.05.20,CISURUPAN
3205161,SUKARESMI,32.05.21,SUKARESMI
3205170,SAMARANG,32.05.07,SAMARANG
3205171,PASIRWANGI,32.05.08,PASIRWANGI
3205181,TAROGONG KIDUL,32.05.05,TAROGONG KIDUL
3205182,TAROGONG KALER,32.05.04,TAROGONG KALER
3205190,GARUT KOTA,32.05.01,GARUT KOTA
3205200,KARANGPAWITAN,32.05.02,KARANGPAWITAN
3205210,WANARAJA,32.05.03,WANARAJA
3205211,SUCINARAJA,32.05.42,SUCINARAJA
3205212,PANGATIKAN,32.05.41,PANGATIKAN
3205220,SUKAWENING,32.05.15,SUKAWENING
3205221,KARANGTENGAH,32.05.16,KARANGTENGAH
3205230,BANYURESMI,32.05.06,BANYURESMI
3205240,LELES,32.05.09,LELES
3205250,LEUWIGOONG,32.05.11,LEUWIGOONG
3205260,CIBATU,32.05.12,CIBATU
3205261,KERSAMANAH,32.05.13,KERSAMANAH
3205270,CIBIUK,32.05.40,CIBIUK
3205280,KADUNGORA,32.05.10,KADUNGORA
3205290,BLUBUR LIMBANGAN,32.05.38,BL. LIMBANGAN
3205300,SELAAWI,32.05.39,SELAAWI
3205310,MALANGBONG,32.05.14,MALANGBONG
3206010,CIPATUJAH,32.06.01,CIPATUJAH
3206020,KARANGNUNGGAL,32.06.02,KARANGNUNGGAL
3206030,CIKALONG,32.06.03,CIKALONG
3206040,PANCATENGAH,32.06.04,PANCATENGAH
3206050,CIKATOMAS,32.06.05,CIKATOMAS
3206060,CIBALONG,32.06.06,CIBALONG
3206061,PARUNGPONTENG,32.06.07,PARUNGPONTENG
3206070,BANTARKALONG,32.06.08,BANTARKALONG
3206071,BOJONGASIH,32.06.09,BOJONGASIH
3206072,CULAMEGA,32.06.10,CULAMEGA
3206080,BOJONGGAMBIR,32.06.11,BOJONGGAMBIR
3206090,SODONGHILIR,32.06.12,SODONGHILIR
3206100,TARAJU,32.06.13,TARAJU
3206110,SALAWU,32.06.14,SALAWU
3206111,PUSPAHIANG,32.06.15,PUSPAHIANG
3206120,TANJUNGJAYA,32.06.16,TANJUNGJAYA
3206130,SUKARAJA,32.06.17,SUKARAJA
3206140,SALOPA,32.06.18,SALOPA
3206141,JATIWARAS,32.06.19,JATIWARAS
3206150,CINEAM,32.06.20,CINEAM
3206151,KARANGJAYA,32.06.21,KARANG JAYA
3206160,MANONJAYA,32.06.22,MANONJAYA
3206161,GUNUNGTANJUNG,32.06.23,GUNUNG TANJUNG
3206190,SINGAPARNA,32.06.24,SINGAPARNA
3206191,SUKARAME,32.06.26,SUKARAME
3206192,MANGUNREJA,32.06.25,MANGUNREJA
3206200,CIGALONTANG,32.06.27,CIGALONTANG
3206210,LEUWISARI,32.06.28,LEUWISARI
3206211,SARIWANGI,32.06.30,SARIWANGI
3206212,PADAKEMBANG,32.06.29,PADAKEMBANG
3206221,SUKARATU,32.06.31,SUKARATU
3206230,CISAYONG,32.06.32,CISAYONG
3206231,SUKAHENING,32.06.33,SUKAHENING
3206240,RAJAPOLAH,32.06.34,RAJAPOLAH
3206250,JAMANIS,32.06.35,JAMANIS
3206260,CIAWI,32.06.36,CIAWI
3206261,KADIPATEN,32.06.37,KADIPATEN
3206270,PAGERAGEUNG,32.06.38,PAGERAGEUNG
3206271,SUKARESIK,32.06.39,SUKARESIK
3207100,BANJARSARI,32.07.18,BANJARSARI
3207101,BANJARANYAR,32.07.37,BANJARANYAR
3207110,LAKBOK,32.07.17,LAKBOK
3207111,PURWADADI,32.07.35,PURWADADI
3207120,PAMARICAN,32.07.19,PAMARICAN
3207130,CIDOLOG,32.07.05,CIDOLOG
3207140,CIMARAGAS,32.07.29,CIMARAGAS
3207150,CIJEUNGJING,32.07.03,CIJEUNGJING
3207160,CISAGA,32.07.30,CISAGA
3207170,TAMBAKSARI,32.07.16,TAMBAKSARI
3207180,RANCAH,32.07.15,RANCAH
3207190,RAJADESA,32.07.13,RAJADESA
3207200,SUKADANA,32.07.14,SUKADANA
3207210,CIAMIS,32.07.01,CIAMIS
3207211,BAREGBEG,32.07.32,BAREGBEG
3207220,CIKONENG,32.07.02,CIKONENG
3207221,SINDANGKASIH,32.07.31,SINDANGKASIH
3207230,CIHAURBEUTI,32.07.06,CIHAURBEUTI
3207240,SADANANYA,32.07.04,SADANANYA
3207250,CIPAKU,32.07.11,CIPAKU
3207260,JATINAGARA,32.07.12,JATINAGARA
3207270,PANAWANGAN,32.07.10,PANAWANGAN
3207280,KAWALI,32.07.09,KAWALI
3207281,LUMBUNG,32.07.34,LUMBUNG
3207290,PANJALU,32.07.08,PANJALU
3207291,SUKAMANTRI,32.07.33,SUKAMANTRI
3207300,PANUMBANGAN,32.07.07,PANUMBANGAN
3208010,DARMA,32.08.17,DARMA
3208020,KADUGEDE,32.08.01,KADUGEDE
3208021,NUSAHERANG,32.08.20,NUSAHERANG
3208030,CINIRU,32.08.02,CINIRU
3208031,HANTARA,32.08.26,HANTARA
3208040,SELAJAMBE,32.08.15,SELAJAMBE
3208050,SUBANG,32.08.03,SUBANG
3208051,CILEBAK,32.08.25,CILEBAK
3208060,CIWARU,32.08.04,CIWARU
3208061,KARANGKANCANA,32.08.29,KARANG KANCANA
3208070,CIBINGBIN,32.08.05,CIBINGBIN
3208071,CIBEUREUM,32.08.28,CIBEUREUM
3208080,LURAGUNG,32.08.06,LURAGUNG
3208081,CIMAHI,32.08.24,CIMAHI
3208090,CIDAHU,32.08.11,CIDAHU
3208091,KALIMANGGIS,32.08.27,KALIMANGGIS
3208100,CIAWIGEBANG,32.08.10,CIAWIGEBANG
3208101,CIPICUNG,32.08.21,CIPICUNG
3208110,LEBAKWANGI,32.08.07,LEBAKWANGI
3208111,MALEBER,32.08.30,MALEBER
3208120,GARAWANGI,32.08.08,GARAWANGI
3208121,SINDANGAGUNG,32.08.31,SINDANGAGUNG
3208130,KUNINGAN,32.08.09,KUNINGAN
3208140,CIGUGUR,32.08.18,CIGUGUR
3208150,KRAMATMULYA,32.08.16,KRAMATMULYA
3208160,JALAKSANA,32.08.12,JALAKSANA
3208161,JAPARA,32.08.23,JAPARA
3208170,CILIMUS,32.08.13,CILIMUS
3208171,CIGANDAMEKAR,32.08.32,CIGANDAMEKAR
3208180,MANDIRANCAN,32.08.14,MANDIRANCAN
3208181,PANCALANG,32.08.22,PANCALANG
3208190,PASAWAHAN,32.08.19,PASAWAHAN
3209010,WALED,32.09.01,WALED
3209011,PASALEMAN,32.09.32,PASALEMAN
3209020,CILEDUG,32.09.02,CILEDUG
3209021,PABUARAN,32.09.33,PABUARAN
3209030,LOSARI,32.09.03,LOSARI
3209031,PABEDILAN,32.09.04,PABEDILAN
3209040,BABAKAN,32.09.05,BABAKAN
3209041,GEBANG,32.09.30,GEBANG
3209050,KARANGSEMBUNG,32.09.06,KARANGSEMBUNG
3209051,KARANGWARENG,32.09.34,KARANGWARENG
3209060,LEMAHABANG,32.09.07,LEMAHABANG
3209061,SUSUKANLEBAK,32.09.08,SUSUKAN LEBAK
3209070,SEDONG,32.09.09,SEDONG
3209080,ASTANAJAPURA,32.09.10,ASTANAJAPURA
3209081,PANGENAN,32.09.11,PANGENAN
3209090,MUNDU,32.09.12,MUNDU
3209100,BEBER,32.09.13,BEBER
3209101,GREGED,32.09.38,GREGED
3209111,TALUN,32.09.14,TALUN
3209120,SUMBER,32.09.15,SUMBER
3209121,DUKUPUNTANG,32.09.16,DUKUPUNTANG
3209130,PALIMANAN,32.09.17,PALIMANAN
3209140,PLUMBON,32.09.18,PLUMBON
3209141,DEPOK,32.09.31,DEPOK
3209150,WERU,32.09.19,WERU
3209151,PLERED,32.09.36,PLERED
3209161,TENGAH TANI,32.09.35,TENGAH TANI
3209162,KEDAWUNG,32.09.20,KEDAWUNG
3209171,GUNUNGJATI,32.09.21,GUNUNG JATI
3209180,KAPETAKAN,32.09.22,KAPETAKAN
3209181,SURANENGGALA,32.09.39,SURANENGGALA
3209190,KLANGENAN,32.09.23,KLANGENAN
3209191,JAMBLANG,32.09.40,JAMBLANG
3209200,ARJAWINANGUN,32.09.24,ARJAWINANGUN
3209201,PANGURAGAN,32.09.25,PANGURAGAN
3209210,CIWARINGIN,32.09.26,CIWARINGIN
3209211,GEMPOL,32.09.37,GEMPOL
3209220,SUSUKAN,32.09.27,SUSUKAN
3209230,GEGESIK,32.09.28,GEGESIK
3209231,KALIWEDI,32.09.29,KALIWEDI
3210010,LEMAHSUGIH,32.10.01,LEMAHSUGIH
3210020,BANTARUJEG,32.10.02,BANTARUJEG
3210021,MALAUSMA,32.10.26,MALAUSMA
3210030,CIKIJING,32.10.03,CIKIJING
3210031,CINGAMBUL,32.10.23,CINGAMBUL
3210040,TALAGA,32.10.04,TALAGA
3210041,BANJARAN,32.10.22,BANJARAN
3210050,ARGAPURA,32.10.05,ARGAPURA
3210060,MAJA,32.10.06,MAJA
3210070,MAJALENGKA,32.10.07,MAJALENGKA
3210080,CIGASONG,32.10.20,CIGASONG
3210090,SUKAHAJI,32.10.08,SUKAHAJI
3210091,SINDANG,32.10.25,SINDANG
3210100,RAJAGALUH,32.10.09,RAJAGALUH
3210110,SINDANGWANGI,32.10.21,SINDANGWANGI
3210120,LEUWIMUNDING,32.10.10,LEUWIMUNDING
3210130,PALASAH,32.10.19,PALASAH
3210140,JATIWANGI,32.10.11,JATIWANGI
3210150,DAWUAN,32.10.12,DAWUAN
3210151,KASOKANDEL,32.10.24,KASOKANDEL
3210160,PANYINGKIRAN,32.10.18,PANYINGKIRAN
3210170,KADIPATEN,32.10.13,KADIPATEN
3210180,KERTAJATI,32.10.14,KERTAJATI
3210190,JATITUJUH,32.10.15,JATITUJUH
3210200,LIGUNG,32.10.16,LIGUNG
3210210,SUMBERJAYA,32.10.17,SUMBERJAYA
3211010,JATINANGOR,32.11.15,JATINANGOR
3211020,CIMANGGUNG,32.11.14,CIMANGGUNG
3211030,TANJUNGSARI,32.11.11,TANJUNGSARI
3211031,SUKASARI,32.11.12,SUKASARI
3211032,PAMULIHAN,32.11.13,PAMULIHAN
3211040,RANCAKALONG,32.11.16,RANCAKALONG
3211050,SUMEDANG SELATAN,32.11.17,SUMEDANG SELATAN
3211060,SUMEDANG UTARA,32.11.18,SUMEDANG UTARA
3211061,GANEAS,32.11.19,GANEAS
3211070,SITURAJA,32.11.06,SITURAJA
3211071,CISITU,32.11.05,CISITU
3211080,DARMARAJA,32.11.03,DARMARAJA
3211090,CIBUGEL,32.11.04,CIBUGEL
3211100,WADO,32.11.01,WADO
3211101,JATINUNGGAL,32.11.02,JATINUNGGAL
3211111,JATIGEDE,32.11.26,JATIGEDE
3211120,TOMO,32.11.24,TOMO
3211130,UJUNG JAYA,32.11.25,UJUNGJAYA
3211140,CONGGEANG,32.11.07,CONGGEANG
3211150,PASEH,32.11.08,PASEH
3211160,CIMALAKA,32.11.22,CIMALAKA
3211161,CISARUA,32.11.23,CISARUA
3211170,TANJUNGKERTA,32.11.20,TANJUNGKERTA
3211171,TANJUNGMEDAR,32.11.21,TANJUNGMEDAR
3211180,BUAHDUA,32.11.10,BUAHDUA
3211181,SURIAN,32.11.09,SURIAN
3212010,HAURGEULIS,32.12.01,HAURGEULIS
3212011,GANTAR,32.12.25,GANTAR
3212020,KROYA,32.12.02,KROYA
3212030,GABUSWETAN,32.12.03,GABUSWETAN
3212040,CIKEDUNG,32.12.04,CIKEDUNG
3212041,TERISI,32.12.26,TRISI
3212050,LELEA,32.12.05,LELEA
3212060,BANGODUA,32.12.06,BANGODUA
3212061,TUKDANA,32.12.30,TUKDANA
3212070,WIDASARI,32.12.07,WIDASARI
3212080,KERTASEMAYA,32.12.08,KERTASEMAYA
3212081,SUKAGUMIWANG,32.12.27,SUKAGUMIWANG
3212090,KRANGKENG,32.12.09,KRANGKENG
3212100,KARANGAMPEL,32.12.10,KARANGAMPEL
3212101,KEDOKAN BUNDER,32.12.28,KEDOKAN BUNDER
3212110,JUNTINYUAT,32.12.11,JUNTINYUAT
3212120,SLIYEG,32.12.12,SLIYEG
3212130,JATIBARANG,32.12.13,JATIBARANG
3212140,BALONGAN,32.12.14,BALONGAN
3212150,INDRAMAYU,32.12.15,INDRAMAYU
3212160,SINDANG,32.12.16,SINDANG
3212161,CANTIGI,32.12.17,CANTIGI
3212162,PASEKAN,32.12.29,PASEKAN
3212170,LOHBENER,32.12.18,LOHBENER
3212171,ARAHAN,32.12.19,ARAHAN
3212180,LOSARANG,32.12.20,LOSARANG
3212190,KANDANGHAUR,32.12.21,KANDANGHAUR
3212200,BONGAS,32.12.22,BONGAS
3212210,ANJATAN,32.12.23,ANJATAN
3212220,SUKRA,32.12.24,SUKRA
3212221,PATROL,32.12.31,PATROL
3213010,SAGALAHERANG,32.13.01,SAGALAHERANG
3213011,SERANGPANJANG,32.13.23,SERANGPANJANG
3213020,JALANCAGAK,32.13.12,JALANCAGAK
3213021,CIATER,32.13.29,CIATER
3213030,CISALAK,32.13.02,CISALAK
3213031,KASOMALANG,32.13.26,KASOMALANG
3213040,TANJUNGSIANG,32.13.14,TANJUNGSIANG
3213050,CIJAMBE,32.13.19,CIJAMBE
3213060,CIBOGO,32.13.17,CIBOGO
3213070,SUBANG,32.13.03,SUBANG
3213080,KALIJATI,32.13.04,KALIJATI
3213081,DAWUAN,32.13.27,DAWUAN
3213090,CIPEUNDEUY,32.13.20,CIPEUNDEUY
3213100,PABUARAN,32.13.05,PABUARAN
3213110,PATOKBEUSI,32.13.16,PATOKBEUSI
3213120,PURWADADI,32.13.06,PURWADADI
3213130,CIKAUM,32.13.22,CIKAUM
3213140,PAGADEN,32.13.07,PAGADEN
3213141,PAGADEN BARAT,32.13.28,PAGADEN BARAT
3213150,CIPUNAGARA,32.13.18,CIPUNAGARA
3213160,COMPRENG,32.13.15,COMPRENG
3213170,BINONG,32.13.08,BINONG
3213171,TAMBAKDAHAN,32.13.25,TAMBAKDAHAN
3213180,CIASEM,32.13.09,CIASEM
3213190,PAMANUKAN,32.13.11,PAMANUKAN
3213191,SUKASARI,32.13.24,SUKASARI
3213200,PUSAKANAGARA,32.13.10,PUSAKANAGARA
3213201,PUSAKAJAYA,32.13.30,PUSAKAJAYA
3213210,LEGONKULON,32.13.21,LEGONKULON
3213220,BLANAKAN,32.13.13,BLANAKAN
3214010,JATILUHUR,32.14.03,JATILUHUR
3214011,SUKASARI,32.14.15,SUKASARI
3214020,MANIIS,32.14.07,MANIIS
3214030,TEGAL WARU,32.14.08,TEGALWARU
3214040,PLERED,32.14.04,PLERED
3214050,SUKATANI,32.14.05,SUKATANI
3214060,DARANGDAN,32.14.06,DARANGDAN
3214070,BOJONG,32.14.11,BOJONG
3214080,WANAYASA,32.14.09,WANAYASA
3214081,KIARAPEDES,32.14.17,KIARAPEDES
3214090,PASAWAHAN,32.14.10,PASAWAHAN
3214091,PONDOK SALAM,32.14.16,PONDOKSALAM
3214100,PURWAKARTA,32.14.01,PURWAKARTA
3214101,BABAKANCIKAO,32.14.12,BABAKANCIKAO
3214110,CAMPAKA,32.14.02,CAMPAKA
3214111,CIBATU,32.14.14,CIBATU
3214112,BUNGURSARI,32.14.13,BUNGURSARI
3215010,PANGKALAN,32.15.02,PANGKALAN
3215011,TEGALWARU,32.15.28,TEGALWARU
3215020,CIAMPEL,32.15.04,CIAMPEL
3215031,TELUKJAMBE TIMUR,32.15.03,TELUKJAMBE TIMUR
3215032,TELUKJAMBE BARAT,32.15.27,TELUKJAMBE BARAT
3215040,KLARI,32.15.05,KLARI
3215050,CIKAMPEK,32.15.13,CIKAMPEK
3215051,PURWASARI,32.15.29,PURWASARI
3215060,TIRTAMULYA,32.15.16,TIRTAMULYA
3215070,JATISARI,32.15.14,JATISARI
3215071,BANYUSARI,32.15.24,BANYUSARI
3215072,KOTABARU,32.15.25,KOTA BARU
3215081,CILAMAYA WETAN,32.15.15,CILAMAYA WETAN
3215082,CILAMAYA KULON,32.15.23,CILAMAYA KULON
3215090,LEMAHABANG,32.15.19,LEMAHABANG
3215100,TELAGASARI,32.15.17,TELAGASARI
3215111,MAJALAYA,32.15.21,MAJALAYA
3215112,KARAWANG TIMUR,32.15.26,KARAWANG TIMUR
3215113,KARAWANG BARAT,32.15.01,KARAWANG BARAT
3215120,RAWAMERTA,32.15.18,RAWAMERTA
3215130,TEMPURAN,32.15.20,TEMPURAN
3215140,KUTAWALUYA,32.15.07,KUTAWALUYA
3215150,RENGASDENGKLOK,32.15.06,RENGASDENGKLOK
3215151,JAYAKERTA,32.15.22,JAYAKERTA
3215160,PEDES,32.15.10,PEDES
3215161,CILEBAR,32.15.30,CILEBAR
3215170,CIBUAYA,32.15.11,CIBUAYA
3215180,TIRTAJAYA,32.15.09,TIRTAJAYA
3215190,BATUJAYA,32.15.08,BATUJAYA
3215200,PAKISJAYA,32.15.12,PAKISJAYA
3216010,SETU,32.16.18,SETU
3216021,SERANG BARU,32.16.21,SERANG BARU
3216022,CIKARANG PUSAT,32.16.20,CIKARANG PUSAT
3216023,CIKARANG SELATAN,32.16.19,CIKARANG SELATAN
3216030,CIBARUSAH,32.16.22,CIBARUSAH
3216031,BOJONGMANGU,32.16.23,BOJONGMANGU
3216041,CIKARANG TIMUR,32.16.11,CIKARANG TIMUR
3216050,KEDUNGWARINGIN,32.16.12,KEDUNG WARINGIN
3216061,CIKARANG UTARA,32.16.09,CIKARANG UTARA
3216062,KARANGBAHAGIA,32.16.10,KARANG BAHAGIA
3216070,CIBITUNG,32.16.07,CIBITUNG
3216071,CIKARANG BARAT,32.16.08,CIKARANG BARAT
3216081,TAMBUN SELATAN,32.16.06,TAMBUN SELATAN
3216082,TAMBUN UTARA,32.16.05,TAMBUN UTARA
3216090,BABELAN,32.16.02,BABELAN
3216100,TARUMAJAYA,32.16.01,TARUMAJAYA
3216110,TAMBELANG,32.16.04,TAMBELANG
3216111,SUKAWANGI,32.16.03,SUKAWANGI
3216120,SUKATANI,32.16.15,SUKATANI
3216121,SUKAKARYA,32.16.14,SUKAKARYA
3216130,PEBAYURAN,32.16.13,PEBAYURAN
3216140,CABANGBUNGIN,32.16.16,CABANGBUNGIN
3216150,MUARA GEMBONG,32.16.17,MUARAGEMBONG
3217010,RONGGA,32.17.13,RONGGA
3217020,GUNUNGHALU,32.17.15,GUNUNGHALU
3217030,SINDANGKERTA,32.17.14,SINDANGKERTA
3217040,CILILIN,32.17.11,CILILIN
3217050,CIHAMPELAS,32.17.10,CIHAMPELAS
3217060,CIPONGKOR,32.17.12,CIPONGKOR
3217070,BATUJAJAR,32.17.09,BATUJAJAR
3217071,SAGULING,32.17.16,SAGULING
3217080,CIPATAT,32.17.07,CIPATAT
3217090,PADALARANG,32.17.08,PADALARANG
3217100,NGAMPRAH,32.17.06,NGAMPRAH
3217110,PARONGPONG,32.17.02,PARONGPONG
3217120,LEMBANG,32.17.01,LEMBANG
3217130,CISARUA,32.17.03,CISARUA
3217140,CIKALONG WETAN,32.17.04,CIKALONGWETAN
3217150,CIPEUNDEUY,32.17.05,CIPEUNDEUY
3218010,CIMERAK,32.18.03,CIMERAK
3218020,CIJULANG,32.18.02,CIJULANG
3218030,CIGUGUR,32.18.04,CIGUGUR
3218040,LANGKAPLANCAR,32.18.05,LANGKAPLANCAR
3218050,PARIGI,32.18.01,PARIGI
3218060,SIDAMULIH,32.18.10,SIDAMULIH
3218070,PANGANDARAN,32.18.09,PANGANDARAN
3218080,KALIPUCANG,32.18.08,KALIPUCANG
3218090,PADAHERANG,32.18.07,PADAHERANG
3218100,MANGUNJAYA,32.18.06,MANGUNJAYA
3271010,BOGOR SELATAN,32.71.01,BOGOR SELATAN
3271020,BOGOR TIMUR,32.71.02,BOGOR TIMUR
3271030,BOGOR UTARA,32.71.05,BOGOR UTARA
3271040,BOGOR TENGAH,32.71.03,BOGOR TENGAH
3271050,BOGOR BARAT,32.71.04,BOGOR BARAT
3271060,TANAH SAREAL,32.71.06,TANAH SAREAL
3272010,BAROS,32.72.05,BAROS
3272011,LEMBURSITU,32.72.06,LEMBURSITU
3272012,CIBEUREUM,32.72.07,CIBEUREUM
3272020,CITAMIANG,32.72.03,CITAMIANG
3272030,WARUDOYONG,32.72.04,WARUDOYONG
3272040,GUNUNG PUYUH,32.72.01,GUNUNGPUYUH
3272050,CIKOLE,32.72.02,CIKOLE
3273010,BANDUNG KULON,32.73.15,BANDUNG KULON
3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY
3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER
3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL
3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR
3273060,REGOL,32.73.11,REGOL
3273070,LENGKONG,32.73.13,LENGKONG
3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL
3273090,BUAHBATU,32.73.22,BUAHBATU
3273100,RANCASARI,32.73.23,RANCASARI
3273101,GEDEBAGE,32.73.27,GEDEBAGE
3273110,CIBIRU,32.73.25,CIBIRU
3273111,PANYILEUKAN,32.73.28,PANYILEUKAN
